Belgium;http://pirateparty.be/;img/Belgium.png
Canada;http://www.partipirate.ca/;img/Canada.svg
France;http://www.partipirate.org/;img/France.svg
Luxembourg;http://partipirate.lu/;img/Luxembourg.svg
Suisse;http://www.partipirate.ch/;img/Suisse.svg
Tunisie;http://www.partipirate.tn/fr/;img/Tunisie_01.png
Tunisie;http://www.partipirate-tunisie.org/;img/Tunisie_02.png
